"STATION","LATITUDE","LONGITUDE","ELEVATION","DATE","TAVG","TMAX","TMIN","TOBS"
"US1INLK0037","41.492842","-87.404936","195.4","2010-05-06",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-05-07",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-05-08",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-05-09",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-05-10",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-05-11",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-05-12",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-05-13",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-05-14",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-05-16",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-05-17",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-05-18",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-05-19",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-05-20",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-05-21",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-05-22",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-05-23",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-05-24",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-05-25",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-05-26",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-05-27",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-05-28",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-05-30",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-05-31",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-06-01",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-06-02",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-06-03",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-06-04",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-06-05",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-06-06",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-06-07",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-06-08",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-06-09",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-06-10",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-06-11",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-06-12",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-06-13",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-06-14",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-06-15",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-06-16",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-06-17",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-06-18",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-06-19",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-06-20",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-06-22",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-06-23",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-06-24",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-06-25",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-06-27",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-06-28",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-06-29",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-06-30",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-07-01",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-07-02",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-07-03",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-07-05",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-07-06",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-07-07",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-07-08",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-07-09",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-07-10",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-07-12",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-07-13",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-07-14",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-07-15",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-07-16",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-07-18",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-07-19",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-07-20",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-07-22",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-07-23",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-07-24",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-07-25",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-07-26",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-07-27",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-07-29",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-07-30",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-07-31",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-08-01",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-08-02",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-08-03",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-08-04",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-08-05",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-08-07",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-08-09",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-08-10",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-08-11",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-08-12",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-08-13",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-08-14",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-08-15",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-08-16",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-08-17",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-08-18",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-08-19",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-08-20",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-08-21",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-08-22",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-08-23",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-08-24",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-08-25",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-08-26",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-08-27",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-08-28",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-08-29",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-08-30",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-08-31",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-09-01",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-09-02",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-09-03",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-09-05",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-09-06",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-09-07",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-09-08",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-09-09",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-09-10",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-09-11",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-09-12",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-09-13",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-09-14",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-09-15",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-09-16",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-09-17",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-09-19",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-09-21",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-09-22",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-09-23",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-09-24",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-09-26",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-09-27",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-09-28",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-09-29",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-09-30",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-10-02",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-10-03",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-10-04",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-10-05",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-10-06",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-10-07",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-10-12",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-10-14",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-10-15",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-10-16",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-10-17",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-10-18",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-10-19",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-10-20",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-10-24",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-10-25",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-10-26",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-10-27",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-10-28",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-10-29",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-10-30",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-10-31",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-11-01",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-11-02",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-11-03",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-11-04",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-11-05",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-11-12",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-11-13",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-11-14",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-11-15",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-11-16",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-11-17",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-11-18",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-11-19",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-11-21",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-11-22",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-11-23",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-11-24",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-11-25",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-11-26",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-11-28",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-11-29",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-11-30",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-12-01",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-12-02",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-12-03",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-12-05",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-12-06",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-12-07",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-12-08",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-12-09",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-12-10",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-12-11",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-12-12",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-12-13",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-12-20",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-12-22",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-12-23",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-12-25",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-12-26",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-12-28",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-12-29",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-12-30",,,,
"US1INLK0037","41.492842","-87.404936","195.4","2010-12-31",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-05-02",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-05-03",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-05-04",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-05-05",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-05-06",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-05-07",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-05-08",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-05-09",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-05-10",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-05-11",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-05-13",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-05-14",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-05-15",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-05-16",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-05-17",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-05-18",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-05-19",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-05-20",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-05-21",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-05-22",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-05-23",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-05-24",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-05-25",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-05-26",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-05-27",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-05-28",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-05-29",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-05-30",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-05-31",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-06-01",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-06-02",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-06-03",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-06-04",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-06-05",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-06-08",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-06-09",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-06-11",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-06-12",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-06-13",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-06-14",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-06-15",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-06-16",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-06-17",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-06-18",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-06-19",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-06-20",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-06-21",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-06-22",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-06-23",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-06-24",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-06-26",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-06-27",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-06-28",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-06-29",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-06-30",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-07-01",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-07-02",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-07-03",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-07-04",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-07-05",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-07-06",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-07-07",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-07-08",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-07-09",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-07-10",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-07-11",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-07-12",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-07-13",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-07-15",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-07-16",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-07-17",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-07-18",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-07-19",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-07-20",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-07-21",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-07-22",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-07-23",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-07-24",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-07-25",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-07-26",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-07-27",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-07-29",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-07-30",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-07-31",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-08-01",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-08-02",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-08-03",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-08-04",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-08-05",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-08-06",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-08-07",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-08-08",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-08-09",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-08-11",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-08-15",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-08-16",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-08-17",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-08-18",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-08-19",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-08-20",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-09-18",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-09-19",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-09-20",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-09-21",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-09-22",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-09-23",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-09-24",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-09-25",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-09-27",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-09-28",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-09-29",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-09-30",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-10-01",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-10-03",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-10-04",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-10-05",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-10-07",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-10-09",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-10-10",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-10-11",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-10-12",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-10-13",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-10-14",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-10-15",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-10-16",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-10-17",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-10-18",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-10-19",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-10-20",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-10-21",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-10-22",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-10-24",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-10-25",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-10-26",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-10-27",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-10-28",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-10-29",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-10-30",,,,
"US1INLK0035","41.455907","-87.4412","221.9","2010-10-31",,,,
