"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","TAVG","TMAX","TMIN","TOBS"
"US1INLK0035","ST. JOHN 1.9 ENE, IN US","41.455907","-87.4412","221.9","2014-04-22",,,,
"US1INLK0035","ST. JOHN 1.9 ENE, IN US","41.455907","-87.4412","221.9","2014-04-23",,,,
"US1INLK0035","ST. JOHN 1.9 ENE, IN US","41.455907","-87.4412","221.9","2014-04-25",,,,
"US1INLK0035","ST. JOHN 1.9 ENE, IN US","41.455907","-87.4412","221.9","2014-04-26",,,,
"US1INLK0035","ST. JOHN 1.9 ENE, IN US","41.455907","-87.4412","221.9","2014-04-27",,,,
"US1INLK0035","ST. JOHN 1.9 ENE, IN US","41.455907","-87.4412","221.9","2014-04-28",,,,
"US1INLK0035","ST. JOHN 1.9 ENE, IN US","41.455907","-87.4412","221.9","2014-04-29",,,,
"US1INLK0035","ST. JOHN 1.9 ENE, IN US","41.455907","-87.4412","221.9","2014-05-03",,,,
"US1INLK0035","ST. JOHN 1.9 ENE, IN US","41.455907","-87.4412","221.9","2014-05-04",,,,
"US1INLK0035","ST. JOHN 1.9 ENE, IN US","41.455907","-87.4412","221.9","2014-05-05",,,,
"US1INLK0035","ST. JOHN 1.9 ENE, IN US","41.455907","-87.4412","221.9","2014-05-08",,,,
"US1INLK0035","ST. JOHN 1.9 ENE, IN US","41.455907","-87.4412","221.9","2014-05-09",,,,
"US1INLK0035","ST. JOHN 1.9 ENE, IN US","41.455907","-87.4412","221.9","2014-05-10",,,,
"US1INLK0035","ST. JOHN 1.9 ENE, IN US","41.455907","-87.4412","221.9","2014-05-11",,,,
"US1INLK0035","ST. JOHN 1.9 ENE, IN US","41.455907","-87.4412","221.9","2014-05-12",,,,
"US1INLK0035","ST. JOHN 1.9 ENE, IN US","41.455907","-87.4412","221.9","2014-05-14",,,,
"US1INLK0035","ST. JOHN 1.9 ENE, IN US","41.455907","-87.4412","221.9","2014-05-15",,,,
"US1INLK0035","ST. JOHN 1.9 ENE, IN US","41.455907","-87.4412","221.9","2014-05-17",,,,
"US1INLK0035","ST. JOHN 1.9 ENE, IN US","41.455907","-87.4412","221.9","2014-05-19",,,,
"US1INLK0035","ST. JOHN 1.9 ENE, IN US","41.455907","-87.4412","221.9","2014-05-20",,,,
"US1INLK0035","ST. JOHN 1.9 ENE, IN US","41.455907","-87.4412","221.9","2014-05-21",,,,
"US1INLK0035","ST. JOHN 1.9 ENE, IN US","41.455907","-87.4412","221.9","2014-05-26",,,,
"US1INLK0035","ST. JOHN 1.9 ENE, IN US","41.455907","-87.4412","221.9","2014-05-27",,,,
"US1INLK0035","ST. JOHN 1.9 ENE, IN US","41.455907","-87.4412","221.9","2014-05-28",,,,
"US1INLK0035","ST. JOHN 1.9 ENE, IN US","41.455907","-87.4412","221.9","2014-05-29",,,,
"US1INLK0035","ST. JOHN 1.9 ENE, IN US","41.455907","-87.4412","221.9","2014-05-30",,,,
"US1INLK0035","ST. JOHN 1.9 ENE, IN US","41.455907","-87.4412","221.9","2014-05-31",,,,
"US1INLK0035","ST. JOHN 1.9 ENE, IN US","41.455907","-87.4412","221.9","2014-06-01",,,,
"US1INLK0035","ST. JOHN 1.9 ENE, IN US","41.455907","-87.4412","221.9","2014-06-02",,,,
"US1INLK0035","ST. JOHN 1.9 ENE, IN US","41.455907","-87.4412","221.9","2014-06-03",,,,
"US1INLK0035","ST. JOHN 1.9 ENE, IN US","41.455907","-87.4412","221.9","2014-06-04",,,,
"US1INLK0035","ST. JOHN 1.9 ENE, IN US","41.455907","-87.4412","221.9","2014-06-06",,,,
"US1INLK0035","ST. JOHN 1.9 ENE, IN US","41.455907","-87.4412","221.9","2014-06-08",,,,
"US1INLK0035","ST. JOHN 1.9 ENE, IN US","41.455907","-87.4412","221.9","2014-06-09",,,,
"US1INLK0035","ST. JOHN 1.9 ENE, IN US","41.455907","-87.4412","221.9","2014-06-12",,,,
"US1INLK0035","ST. JOHN 1.9 ENE, IN US","41.455907","-87.4412","221.9","2014-06-13",,,,
"US1INLK0035","ST. JOHN 1.9 ENE, IN US","41.455907","-87.4412","221.9","2014-06-14",,,,
"US1INLK0035","ST. JOHN 1.9 ENE, IN US","41.455907","-87.4412","221.9","2014-06-25",,,,
"US1INLK0035","ST. JOHN 1.9 ENE, IN US","41.455907","-87.4412","221.9","2014-06-26",,,,
"US1INLK0035","ST. JOHN 1.9 ENE, IN US","41.455907","-87.4412","221.9","2014-06-27",,,,
"US1INLK0035","ST. JOHN 1.9 ENE, IN US","41.455907","-87.4412","221.9","2014-06-29",,,,
"US1INLK0035","ST. JOHN 1.9 ENE, IN US","41.455907","-87.4412","221.9","2014-06-30",,,,
"US1INLK0035","ST. JOHN 1.9 ENE, IN US","41.455907","-87.4412","221.9","2014-07-01",,,,
"US1INLK0035","ST. JOHN 1.9 ENE, IN US","41.455907","-87.4412","221.9","2014-07-02",,,,
"US1INLK0035","ST. JOHN 1.9 ENE, IN US","41.455907","-87.4412","221.9","2014-07-03",,,,
"US1INLK0035","ST. JOHN 1.9 ENE, IN US","41.455907","-87.4412","221.9","2014-07-04",,,,
"US1INLK0035","ST. JOHN 1.9 ENE, IN US","41.455907","-87.4412","221.9","2014-07-05",,,,
"US1INLK0035","ST. JOHN 1.9 ENE, IN US","41.455907","-87.4412","221.9","2014-07-07",,,,
"US1INLK0035","ST. JOHN 1.9 ENE, IN US","41.455907","-87.4412","221.9","2014-07-08",,,,
"US1INLK0035","ST. JOHN 1.9 ENE, IN US","41.455907","-87.4412","221.9","2014-07-09",,,,
"US1INLK0035","ST. JOHN 1.9 ENE, IN US","41.455907","-87.4412","221.9","2014-07-10",,,,
"US1INLK0035","ST. JOHN 1.9 ENE, IN US","41.455907","-87.4412","221.9","2014-07-11",,,,
"US1INLK0035","ST. JOHN 1.9 ENE, IN US","41.455907","-87.4412","221.9","2014-07-12",,,,
"US1INLK0035","ST. JOHN 1.9 ENE, IN US","41.455907","-87.4412","221.9","2014-07-13",,,,
"US1INLK0035","ST. JOHN 1.9 ENE, IN US","41.455907","-87.4412","221.9","2014-07-14",,,,
"US1INLK0035","ST. JOHN 1.9 ENE, IN US","41.455907","-87.4412","221.9","2014-07-15",,,,
"US1INLK0035","ST. JOHN 1.9 ENE, IN US","41.455907","-87.4412","221.9","2014-07-16",,,,
"US1INLK0035","ST. JOHN 1.9 ENE, IN US","41.455907","-87.4412","221.9","2014-07-17",,,,
"US1INLK0035","ST. JOHN 1.9 ENE, IN US","41.455907","-87.4412","221.9","2014-07-18",,,,
"US1INLK0035","ST. JOHN 1.9 ENE, IN US","41.455907","-87.4412","221.9","2014-07-19",,,,
"US1INLK0035","ST. JOHN 1.9 ENE, IN US","41.455907","-87.4412","221.9","2014-07-20",,,,
"US1INLK0035","ST. JOHN 1.9 ENE, IN US","41.455907","-87.4412","221.9","2014-07-21",,,,
"US1INLK0035","ST. JOHN 1.9 ENE, IN US","41.455907","-87.4412","221.9","2014-07-22",,,,
"US1INLK0035","ST. JOHN 1.9 ENE, IN US","41.455907","-87.4412","221.9","2014-07-23",,,,
"US1INLK0035","ST. JOHN 1.9 ENE, IN US","41.455907","-87.4412","221.9","2014-07-24",,,,
"US1INLK0035","ST. JOHN 1.9 ENE, IN US","41.455907","-87.4412","221.9","2014-07-25",,,,
"US1INLK0035","ST. JOHN 1.9 ENE, IN US","41.455907","-87.4412","221.9","2014-07-26",,,,
"US1INLK0035","ST. JOHN 1.9 ENE, IN US","41.455907","-87.4412","221.9","2014-07-27",,,,
"US1INLK0035","ST. JOHN 1.9 ENE, IN US","41.455907","-87.4412","221.9","2014-07-28",,,,
"US1INLK0035","ST. JOHN 1.9 ENE, IN US","41.455907","-87.4412","221.9","2014-07-29",,,,
"US1INLK0035","ST. JOHN 1.9 ENE, IN US","41.455907","-87.4412","221.9","2014-07-30",,,,
"US1INLK0035","ST. JOHN 1.9 ENE, IN US","41.455907","-87.4412","221.9","2014-07-31",,,,
"US1INLK0035","ST. JOHN 1.9 ENE, IN US","41.455907","-87.4412","221.9","2014-08-01",,,,
"US1INLK0035","ST. JOHN 1.9 ENE, IN US","41.455907","-87.4412","221.9","2014-08-02",,,,
"US1INLK0035","ST. JOHN 1.9 ENE, IN US","41.455907","-87.4412","221.9","2014-08-03",,,,
